file,bytes,overall,productive
AttributeNamespace.java,1101,2997237,317840
AttributeNamespace.java,1101,2841503,268090
AttributeNamespace.java,1101,2860016,328011
AttributeNamespace.java,1101,3243323,318293
AttributeNamespace.java,1101,2763611,285174
AttributeNamespace.java,1101,2865066,295440
AttributeNamespaceDef.java,1876,6421875,832811
AttributeNamespaceDef.java,1876,5883566,523688
AttributeNamespaceDef.java,1876,5718422,414615
AttributeNamespaceDef.java,1876,6059619,409617
AttributeNamespaceDef.java,1876,5894674,502368
AttributeNamespaceDef.java,1876,6232100,484851
AttributeNamespaceDef.java,1876,6280834,625154
AttributeNamespaceDef.java,1876,9839967,297170
AttributeNamespaceDef.java,1876,6248948,493955
AttributeNamespaceDef.java,1876,5614277,425042
AugmentReference.java,3124,8993680,690762
AugmentReference.java,3124,9386081,938874
AugmentReference.java,3124,9455647,639330
AugmentReference.java,3124,9337861,751359
AugmentReference.java,3124,8828116,679168
AugmentReference.java,3124,9036163,645226
AugmentReference.java,3124,8852662,653230
AugmentReference.java,3124,9690062,619932
AugmentReference.java,3124,8931241,622187
AugmentReference.java,3124,8843056,651189
Available.java,17812,33752361,2906091
Available.java,17812,33039403,2491260
Available.java,17812,33387677,3697057
Available.java,17812,36269850,2915096
Available.java,17812,33857405,2621134
Available.java,17812,35480636,2193253
Available.java,17812,123071496,3665009
Available.java,17812,33776150,2688666
Available.java,17812,33102968,2458542
Available.java,17812,33373073,2836119
Base64Converter.java,4638,15848222,3091573
Base64Converter.java,4638,25174293,3130547
Base64Converter.java,4638,14208469,1232480
Base64Converter.java,4638,16160860,1603062
Base64Converter.java,4638,23567392,1674114
Base64Converter.java,4638,17062865,2651038
Base64Converter.java,4638,17018828,1446862
Base64Converter.java,4638,26240313,1542730
Base64Converter.java,4638,17866429,1449717
Base64Converter.java,4638,15134444,1363126
BaseExtendSelector.java,2849,5056544,804464
BaseExtendSelector.java,2849,4736653,501532
BaseExtendSelector.java,2849,6830923,1224774
BaseExtendSelector.java,2849,5158058,507196
BaseExtendSelector.java,2849,5130727,521142
BaseExtendSelector.java,2849,5236295,551399
BaseExtendSelector.java,2849,11404267,496023
BaseExtendSelector.java,2849,5435316,576509
BaseExtendSelector.java,2849,4664214,476183
BaseExtendSelector.java,2849,5510066,682325
