file,bytes,overall,productive
Base64Converter.java,4638,13290520,1458923
Base64Converter.java,4638,14725893,1436692
BaseExtendSelector.java,2849,5152831,542770
BaseExtendSelector.java,2849,4800507,433798
BaseExtendSelector.java,2849,5826974,485817
BaseExtendSelector.java,2849,4665487,465322
BaseExtendSelector.java,2849,4916859,489760
BaseExtendSelector.java,2849,4761700,436362
BaseExtendSelector.java,2849,5057555,509736
BaseExtendSelector.java,2849,5254976,531519
BaseExtendSelector.java,2849,4680688,409144
BaseExtendSelector.java,2849,4896549,415054
BaseFilterReader.java,6130,10518110,1616922
BaseFilterReader.java,6130,10937805,1426540
BaseFilterReader.java,6130,10316390,1030864
BaseFilterReader.java,6130,9577893,925232
BaseFilterReader.java,6130,10559191,990283
BaseFilterReader.java,6130,10235423,1010095
BaseFilterReader.java,6130,9582565,935416
BaseFilterReader.java,6130,9876100,918938
BaseFilterReader.java,6130,10163537,914692
BaseFilterReader.java,6130,9283354,920410
BaseIfAttribute.java,2824,8228190,693843
BaseIfAttribute.java,2824,7385579,683894
BaseIfAttribute.java,2824,7445902,653357
BaseIfAttribute.java,2824,7838276,945630
BaseIfAttribute.java,2824,7066670,541814
BaseIfAttribute.java,2824,7465180,631132
BaseIfAttribute.java,2824,6946756,549098
BaseIfAttribute.java,2824,6925795,689618
BaseIfAttribute.java,2824,7540044,651262
BaseIfAttribute.java,2824,7191580,550852
Basename.java,3636,6511914,664902
Basename.java,3636,6612394,574228
Basename.java,3636,6515138,572600
Basename.java,3636,6116867,571558
Basename.java,3636,7851016,568878
Basename.java,3636,95498576,566278
Basename.java,3636,6628971,576008
Basename.java,3636,7980044,658088
Basename.java,3636,6767135,583352
Basename.java,3636,7398115,676767
BaseParamFilterReader.java,2269,4691713,435470
BaseParamFilterReader.java,2269,5138245,491363
BaseParamFilterReader.java,2269,4737034,410552
BaseParamFilterReader.java,2269,3567844,471758
BaseParamFilterReader.java,2269,5063533,496693
BaseParamFilterReader.java,2269,4352393,418298
BaseParamFilterReader.java,2269,4601604,414012
BaseParamFilterReader.java,2269,5157049,500161
BaseParamFilterReader.java,2269,5121295,506646
BaseParamFilterReader.java,2269,3992070,562745
BaseResourceCollectionContainer.java,8463,16655491,1392354
BaseResourceCollectionContainer.java,8463,16234437,1297930
BaseResourceCollectionContainer.java,8463,16732004,1325137
BaseResourceCollectionContainer.java,8463,16781580,1885070
BaseResourceCollectionContainer.java,8463,17519618,2181513
BaseResourceCollectionContainer.java,8463,17040478,1519952
BaseResourceCollectionContainer.java,8463,17319728,2158522
BaseResourceCollectionContainer.java,8463,16541265,1469494
BaseResourceCollectionContainer.java,8463,16385996,1306974
BaseResourceCollectionContainer.java,8463,17222967,1348563
BaseResourceCollectionWrapper.java,1772,4945607,330808
BaseResourceCollectionWrapper.java,1772,5358502,395521
BaseResourceCollectionWrapper.java,1772,5313411,406420
BaseResourceCollectionWrapper.java,1772,4181787,435530
BaseResourceCollectionWrapper.java,1772,4859875,331304
BaseResourceCollectionWrapper.java,1772,5494256,550872
BaseResourceCollectionWrapper.java,1772,5428308,431179
BaseResourceCollectionWrapper.java,1772,5333875,552194
BaseResourceCollectionWrapper.java,1772,5300516,407783
BaseResourceCollectionWrapper.java,1772,5323393,357820
BaseSelector.java,3427,4975849,501282
BaseSelector.java,3427,6295550,585181
BaseSelector.java,3427,6199535,531980
BaseSelector.java,3427,5585490,882243
BaseSelector.java,3427,5254782,476664
BaseSelector.java,3427,6651838,585797
BaseSelector.java,3427,6337435,600267
BaseSelector.java,3427,6198693,493484
BaseSelector.java,3427,6239324,580295
BaseSelector.java,3427,6004136,476685
BaseSelectorContainer.java,10061,14988037,1329358
BaseSelectorContainer.java,10061,15544380,1298550
BaseSelectorContainer.java,10061,16242376,1365148
BaseSelectorContainer.java,10061,15895934,1865610
