file,bytes,overall,productive
Appendable.java,1232,3139158,83580
Appendable.java,1232,3081555,80409
Appendable.java,1232,2742830,62266
Appendable.java,1232,3237642,64434
Appendable.java,1232,2722147,61151
Appendable.java,1232,2835668,65737
Apt.java,7637,10605160,399992
Apt.java,7637,11463283,276755
Apt.java,7637,15517514,272431
Apt.java,7637,11503041,271991
Apt.java,7637,14658247,269306
Apt.java,7637,16066858,229232
Apt.java,7637,10986824,228160
Apt.java,7637,12515297,280150
Apt.java,7637,11160351,236396
Apt.java,7637,11321567,232252
AptCompilerAdapter.java,6418,13040394,259726
AptCompilerAdapter.java,6418,13787558,143405
AptCompilerAdapter.java,6418,10540779,215492
AptCompilerAdapter.java,6418,11078119,218850
AptCompilerAdapter.java,6418,13205326,326535
AptCompilerAdapter.java,6418,15513692,222730
AptCompilerAdapter.java,6418,11996667,227702
AptCompilerAdapter.java,6418,11305709,229642
AptCompilerAdapter.java,6418,12885957,220194
AptCompilerAdapter.java,6418,12246621,214228
AptExternalCompilerAdapter.java,2270,5797635,121194
AptExternalCompilerAdapter.java,2270,5912697,114860
AptExternalCompilerAdapter.java,2270,7021283,120568
AptExternalCompilerAdapter.java,2270,4628654,98082
AptExternalCompilerAdapter.java,2270,5926567,120132
AptExternalCompilerAdapter.java,2270,5171154,106550
AptExternalCompilerAdapter.java,2270,4171222,141233
AptExternalCompilerAdapter.java,2270,5805107,114754
AptExternalCompilerAdapter.java,2270,5774577,121412
AptExternalCompilerAdapter.java,2270,5386592,100350
Arc.java,4110,9989768,242955
Arc.java,4110,9839986,154748
Arc.java,4110,9834825,410231
Arc.java,4110,10166581,179435
Arc.java,4110,11431323,213083
Arc.java,4110,10761315,221065
Arc.java,4110,10743315,367672
Arc.java,4110,12350942,229226
Arc.java,4110,10294349,346270
Arc.java,4110,9590287,184100
ArchiveFileSet.java,18576,97694889,598358
ArchiveFileSet.java,18576,36817642,529793
ArchiveFileSet.java,18576,25971898,534445
ArchiveFileSet.java,18576,25201681,524456
ArchiveFileSet.java,18576,33341717,907084
ArchiveFileSet.java,18576,26530286,527986
ArchiveFileSet.java,18576,28798427,355932
ArchiveFileSet.java,18576,33521478,539210
ArchiveFileSet.java,18576,30444565,525832
ArchiveFileSet.java,18576,27030350,482108
ArchiveResource.java,8781,16847306,339250
ArchiveResource.java,8781,20757809,308518
ArchiveResource.java,8781,21001639,307212
ArchiveResource.java,8781,15698992,593670
ArchiveResource.java,8781,15899619,311590
ArchiveResource.java,8781,21963904,371294
ArchiveResource.java,8781,17420138,186594
ArchiveResource.java,8781,20487634,353284
ArchiveResource.java,8781,20294316,384964
ArchiveResource.java,8781,19357544,309907
Archives.java,5974,15620071,279278
Archives.java,5974,15779689,246652
Archives.java,5974,88969971,286736
Archives.java,5974,16928901,292434
Archives.java,5974,16886358,289305
Archives.java,5974,16202661,245708
Archives.java,5974,16487609,314775
Archives.java,5974,14178048,251662
Archives.java,5974,19205438,406707
Archives.java,5974,12131580,195300
ArchiveScanner.java,11752,17607487,411250
ArchiveScanner.java,11752,17473798,353580
ArchiveScanner.java,11752,17149470,359835
ArchiveScanner.java,11752,16889708,349407
ArchiveScanner.java,11752,17201156,343917
ArchiveScanner.java,11752,17010499,350955
ArchiveScanner.java,11752,17070960,354607
ArchiveScanner.java,11752,22018514,358688
ArchiveScanner.java,11752,17097499,344022
ArchiveScanner.java,11752,17253980,454395
ArgumentProcessor.java,2602,3962533,91517
ArgumentProcessor.java,2602,3886095,92400
ArgumentProcessor.java,2602,3905768,89849
ArgumentProcessor.java,2602,4137449,88643
ArgumentProcessor.java,2602,3984578,77300
ArgumentProcessor.java,2602,3091286,57642
